temperature,humidity,ethylene,co2,onion_type,condition
20.483570765056164,72.92603548243223,5.300914707443695,1256.9089569224075,red,risky
21.837173645764544,67.95788421097572,4.939628946862427,628.5859502737576,white,risky
9.375410837434837,66.5656870613854,1.3424845653754125,894.2741997785822,white,risky
16.871118497567323,76.01292307031886,0.8419789787125626,836.6657495668039,red,risky
14.996806550405974,70.62459375310085,2.0086011697995594,1355.6834553526814,white,risky
11.895781750144888,78.13295392507133,0.40188340673080986,865.5914948161587,large,risky
17.421758588058797,70.48344456616067,0.7877081770007052,584.0467374815873,white,risky
9.18479922318633,79.86125954092192,2.4346376273173083,974.6368384139117,small,risky
13.803912383886807,70.36181436223178,4.263894559792719,1092.6635381367078,red,risky
12.018966879596647,87.18788733591298,8.20452491441442,488.6510370453554,small,risky
19.80697802754207,98.0,3.241683929777808,1269.3930967442018,white,risky
16.504963247670663,76.37641164803253,2.1351190903057495,400.0,red,risky
15.865656029801386,82.52172497287208,7.307163632320481,641.0719388698883,large,risky
24.859310667748883,77.63329940932249,2.5968290847465147,1001.9376508321925,red,risky
16.5402366458719,40.0,4.307412018398714,697.1856450419691,large,risky
19.074694150473775,44.665276002063976,1.4431519179367227,1221.1876215977882,large,risky
9.632476890048885,58.91202248346514,1.3711942452937644,818.069062982308,red,risky
20.388770497167634,71.11457032891664,2.058742856659288,673.5505338980349,large,risky
12.251037112528207,63.369958410645836,5.754588888103323,1220.8382932808297,small,good
13.596795907351154,76.15342422876857,2.214719952563749,1076.9487825025858,red,risky
22.367947078176897,75.13716518610207,2.4757917556661453,481.3088858821685,small,risky
21.102741079808677,72.58593934705405,2.427980122289176,534.3462878513454,large,risky
20.780608992669826,90.65790916377986,4.885753356418523,400.0,red,risky
10.79979276158101,92.8609088417046,7.9398659163926055,539.856153185134,large,risky
24.08535398490055,78.39432404248312,6.0349553395602,887.9217419896044,red,risky
18.874165059957356,56.74717661461142,6.843121175029786,1197.5316984542603,small,risky
12.34785973439735,86.5496603989619,7.797926922980369,1046.618047998347,red,risky
11.150644716418517,63.42328875760112,6.155694780683033,728.1216475418571,small,risky
18.468827150759733,53.90392099227677,3.244970647219101,478.73225058166634,large,risky
17.379338055591703,86.10511226921608,2.296247430382663,1033.1149384710825,large,risky
15.435173411821891,85.65163860545931,3.5778596945663974,534.84276913966,small,risky
23.287117544311883,75.77041289219453,6.131527910532724,1119.8595632293213,white,spoiled
14.980478137577357,79.56673679806279,4.042520336146901,954.5143058918144,small,risky
24.654406639860426,89.82303915756168,3.969813001645095,852.8542766156964,white,spoiled
13.72035541085316,74.40545786940571,2.1346465979345526,1005.8780571123541,red,good
13.534398631853884,69.97774128907899,9.203396581047581,838.5653000213243,small,risky
27.217068791602664,95.45153236427556,5.963761527319851,400.0,small,risky
15.777506278904086,49.963014613642024,1.711260677210775,1298.3905191824463,red,risky
9.938863464127383,89.18072535131351,7.788909060430755,1436.6468591037901,white,spoiled
14.346292983851733,55.80120400105305,2.757192278623936,1361.6017041416912,white,risky
17.47440747626793,45.075576426635266,0.977136259531057,667.9866539909049,white,risky
18.29254451153422,98.0,4.4921232809781335,1072.921452487945,red,risky
18.3044830355858,84.70744045180565,3.669623751847327,1275.8050448436056,white,risky
21.434242563829855,76.06458623459619,4.601208614368439,767.450633430946,red,risky
19.037991306428598,88.27485700779998,2.2720297537925136,623.1905729167365,red,risky
22.76005546923347,96.78825371193557,4.358140801335613,974.3942402107173,red,risky
14.449360210362581,48.18492582102327,1.0706941232496825,964.1292143510113,large,good
25.76429887919663,68.40723186788584,2.387135875343897,878.4869167917399,white,risky
22.745714938904992,71.41162803195367,6.060202036935182,897.2499057465326,large,risky
27.561588199199853,90.97840623820377,0.5170343933774992,665.9679464630277,small,risky
21.335280517348956,64.51280132862124,3.310619605358984,1092.5359200253254,white,risky
21.069206707377123,95.36821182149983,2.335048778712519,861.1468182582402,small,risky
15.613091347123396,65.03658835043366,8.22276051342694,893.2722696794013,white,spoiled
16.48837878961846,74.93155756514555,1.8636981643231996,785.5413543392561,red,risky
21.854315507320198,82.39029725700608,3.568108332405979,1007.0431975133338,red,risky
18.348263322594395,89.75256459537698,4.711878694358228,816.3051733815713,small,risky
27.29983503243465,93.00617322620097,10.0,1456.9408799653015,red,spoiled
17.211380208729484,54.67413066723101,6.773512559564791,400.0,large,risky
19.81238229402651,83.57021265490182,6.519611191694598,403.93003789380737,large,risky
17.63194442104047,70.76668216519184,4.155937848124037,470.79623943000246,large,risky
19.393615174853306,40.0,1.5057475251905892,801.573109915455,small,good
16.434881458917797,51.013147911937764,0.901258596868354,960.6475429925614,small,good
16.480677822845365,78.63500529124669,10.0,1153.789155219148,small,risky
23.13289923276039,77.49132198762227,1.3318782766581414,719.2716686213149,small,risky
22.389125842400567,68.49524509842229,2.52531161399037,1117.5273460548763,white,risky
22.430317801230764,72.94383268437221,3.8772406518537457,400.0,white,risky
19.65350278531966,74.77922612047595,5.841467460188839,915.2196346817922,white,risky
23.613388423990106,53.382063592560016,3.0259426228168893,777.408903573463,red,risky
20.438366374616468,86.21052047417703,2.6376942734055704,504.28218609933685,red,risky
13.922504633557557,66.61461760149214,0.8323785638200584,742.5401528260121,white,risky
18.210670408709646,82.71883486035809,7.511419871789499,766.3015850927511,large,risky
14.317939138711768,83.6925660232478,2.1105344380735556,431.58379426291276,small,good
7.039349718790106,87.77103138568243,1.3778462560172213,1723.6642425365712,red,risky
25.61893705096904,40.0,1.6480127838237644,528.6374348638786,red,risky
14.728133269434922,63.40162544320766,2.5071580518817838,1306.1424905217696,small,risky
13.630129402574518,74.95056119508969,10.0,1104.3598078061893,white,risky
14.65799015848366,95.93597903892847,0.9664012418489334,400.0,red,risky
15.709450485843117,65.610106046184,2.441286185298026,675.9646283546901,red,good
21.42321100777584,80.85379903474713,3.118870886705726,626.9686008295002,red,risky
20.641583048151883,78.11255227738704,10.0,1285.8836466311932,small,risky
12.98976638185633,79.19636024680064,0.08323652506794411,877.9167505164446,red,good
12.304291357050587,79.01613998554892,10.0,400.0,white,risky
21.801255473176802,91.59493657242663,5.749007034267063,400.0,white,risky
18.84864642195187,76.34090878718474,4.758918971791444,1274.0402285225605,red,risky
20.94164259230321,70.2228223402449,2.5755329945075496,886.9324570689239,white,risky
16.64898340661231,89.21425406492114,2.728329254517184,1190.31572994869,white,risky
13.782275188772648,51.29622094884709,3.374955127585377,1048.8216743550468,large,good
13.575920290410075,79.30411891836447,3.778314836585694,970.6810023408925,red,risky
24.236635276158623,89.48883011939385,3.5497184672392508,662.1917301379267,red,risky
25.548856562298116,81.03051720070383,2.5141314415341434,1048.7416053755805,red,risky
15.7768122087718,68.58888086325787,2.100335033294455,1060.881776031698,small,risky
9.838909602857406,79.21446481377299,1.2793546579293547,646.1256875085753,small,good
6.376401692737993,77.70796262708147,10.0,832.8184383814679,small,risky
19.08430518491469,81.6317499797021,4.022107556872238,458.0736715529882,white,risky
18.500477212898492,73.64658503915686,5.78411397998941,816.7174736866084,small,risky
15.059565868427235,72.99898713162683,6.933809780163535,625.1598195761007,white,risky
6.396313130109348,71.5518064283042,5.232444172980925,699.2645902129616,red,risky
12.372904961265556,72.76444999905705,3.316183682751461,404.25648643941656,large,risky
8.775473798519531,59.74211744181914,4.853246239787027,719.3333928335509,red,good
18.003495587785874,77.37383971430052,1.8720805673027683,844.7859690417433,red,risky
18.775183117977594,98.0,1.2140633152501221,723.5068347737434,white,risky
7.608116725405285,56.39039883468644,1.1236682372224984,861.1105394416549,large,good
20.638823804658305,87.49835816431113,0.9474240722767943,1080.7035179442382,red,risky
14.47764948270235,64.0752727507817,3.5948495661693656,760.8964562038375,small,risky
16.85391974223204,87.20795862185408,1.4470609660687195,691.7101502542761,small,risky
14.71383340941253,60.93966476665018,0.6136293076555073,1329.4060802788156,large,good
13.918472954725772,94.7364976242324,0.5466047668654996,415.87119425111507,small,risky
9.232652918746686,66.82616647561638,6.524857637637114,790.712524809028,white,risky
21.36128642206886,65.65718245348074,2.36606020970815,805.5301799196179,red,risky
9.852035070118363,83.27795482964251,10.0,1015.2774739379149,red,risky
25.852473176305693,59.94363162654944,4.832139013582316,400.0,white,risky
16.259934568515806,77.97837544344438,0.8320959046295288,974.3066029597957,red,risky
13.581111055678658,83.60950438802513,0.5462438565236011,947.9953702642667,small,risky
21.037834321656792,52.212300255207346,3.3195736014422934,602.369352265593,white,risky
19.212602128062596,77.69768128092089,2.5413449026607635,611.9098826636698,red,risky
20.49868810056055,82.98892664055826,1.2396872769631142,1078.844752203431,white,risky
16.86877390495662,90.9685301704005,3.651789027310892,967.9371343793119,small,risky
15.73127845731779,84.49412450690198,3.1860476842693037,1045.545420391562,red,risky
12.594717297958688,90.79729279999356,3.2322418876986605,1004.4502092117873,large,risky
15.419776358913131,76.44181165411474,2.276541115307956,487.2545377318584,small,risky
17.065641779193204,68.40403412588738,8.63907528758335,858.9664329534723,small,risky
22.448153978117183,76.23425983913137,6.910627115119814,1166.951285177437,white,risky
29.49449061809625,69.55742159340511,2.3102924458360388,1236.0153431353103,small,risky
16.591076955697464,54.833242334485846,1.4795153921757493,400.0,small,good
22.921611992382918,71.79016733661737,3.207242746022804,1002.4458476499811,red,risky
